stat_id,player_id,team_id,season_id,games_played,games_started,rushing_yards,rushing_touchdowns,receiving_yards,receiving_touchdowns,kick_return_yards,fumbles,first_name,last_name,position,team_name,team_market
428,4d7c0c70-5f37-11ef-989c-fb03a30cd5a0,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Amaurey,Brooks,CB,,
378,263c6510-9819-11ed-af31-5170ea7681d5,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Jalen,Brown,RB,,
1336,15a8f4e0-f4f2-11ec-a1bd-5b7e571ac891,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Qae'Shon,Sapp,OL,,
780,83f3e0c0-095d-11ed-988d-5f1c2a0e25d9,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Chika,Ebunoha,SAF,,
250,cbcf1010-91f6-11ec-9587-0f8fa2cff168,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Conner,Harrell,QB,,
492,79bd7b6b-b5d1-4c22-b3a7-4b956598276c,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Malik,Williams,OL,,
684,326abab8-a534-43ff-9cbd-536c43b044d8,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Breaker,Mendenhall,SAF,,
154,71811820-538b-11ef-b0d0-47e136320378,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Caleb,Irving,DL,,
1086,5e586410-3193-11f0-9b47-bbcaf5ceb380,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,DJ,Sanders,DT,,
556,b487ae60-27a6-11ef-9d73-cf60abbf4cb3,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Kai,Wheeler,OL,,
455,5a6d9fad-91d9-47ab-8458-58cbab985303,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Logan,Fife,QB,,
405,3b2ad5d0-89bd-11ec-b4c8-9f80462526e1,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Kaian,Roberts-Day,DL,,
245,c79c3bb0-550f-11ef-830c-e539946aedf9,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Duke,Guenther,RB,,
1017,36e0e7e0-58c7-11ef-9b3b-c731cdaeaa58,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Carter,Braugh,TE,,
1209,a82db4d0-f024-11ed-8095-ff92e6250fed,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Johnny,Ryder,WR,,
1049,4513ad00-379b-11ee-9da9-cbc804f3c5d8,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Jared,White,P,,
1241,c617a6c0-b9fc-11ee-9029-3760994e83f9,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Angelo,McCullom,DL,,
1081,58f6a470-30dd-11f0-b43a-97e6db217ba1,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Chace,Sims,DT,,
921,f34dbb10-a668-11ec-92a5-573ac41867f7,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Kadin,Lynch,OL,,
711,4ded51c0-4279-11f0-b24b-b1bd15bc954c,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Stockton,Pyne,DT,,
551,b402639b-f3b6-469f-ab63-f7f11c70be3c,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Larenzo,McMillan,RB,,
743,66db49c0-b581-11ee-b40e-f93ca78b0985,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Jared,Pele,OL,,
583,cf8a4170-9830-11ed-8d6d-afdc7fa870c6,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Terrell,Washington,RB,,
373,1d043240-2e24-11f0-86c2-19e0544ae9b1,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,James,Williams,OL,,
80,3efdb810-0b7f-11ec-88fe-27c45d3b5fb1,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Kristos,Fernandez,OL,,
1172,92f041cb-6cc9-4a25-8ca2-8752dafbbc3b,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Albert,Regis,DT,,
1012,2a00a31b-02d5-412a-a4c2-00f9787f302c,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Truette,Tumey,P,,
802,92c034a0-4267-11f0-818e-8f51873d88cf,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Iverson,Report,DT,,
272,d9d2d8f6-d58d-4a0a-8d9a-471bdcecf3b5,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Justin,Olson,WR,,
112,594a3360-0641-11ee-b45e-43d642150b47,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Jason,Jeffares,TE,,
